prompt_id,g_profile,g_function,g_spec,g_attention_scales,rep,target_text,target_num_tokens,target_seq_logprob,target_avg_logprob,target_geo_mean_prob,target_first_token_rank,target_first_token_prob,target_rank,target_prob,final_entropy_bits,kl_from_baseline,elapsed_time,model,cartridge,type,tier,source,prompt,target,tokens_approx,metadata_json,g_family,baseline_target_prob,baseline_target_rank,baseline_target_avg_logprob,baseline_target_geo_mean_prob,baseline_final_entropy_bits,baseline_mean_entropy_bits,baseline_top1_top2_logit_margin,baseline_attn_entropy_mean,delta_target_prob,delta_target_rank,delta_target_avg_logprob,delta_target_geo_mean_prob,delta_final_entropy_bits
alg_gen_arithmetic_0009,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 56,3,-1.45,-0.48,0.62,2,0.34,2,0.34,1.89,,0.14,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,36 + 20 =, 56,5,"{""a"": 36, ""b"": 20, ""operation"": ""+""}",baseline,0.34,2.0,-0.48,0.62,1.89,3.46,0.52,1.94,0.0,0.0,0.0,0.0,0.0
alg_gen_arithmetic_0009,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 56,3,-17.15,-5.72,0.0,7,0.01,7,0.01,6.26,4.49,0.14,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,36 + 20 =, 56,5,"{""a"": 36, ""b"": 20, ""operation"": ""+""}",constant,0.34,2.0,-0.48,0.62,1.89,3.46,0.52,1.94,-0.33,5.0,-5.23,-0.61,4.37
alg_gen_arithmetic_0009,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 56,3,-0.99,-0.33,0.72,1,0.64,1,0.64,1.93,0.33,0.28,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,36 + 20 =, 56,5,"{""a"": 36, ""b"": 20, ""operation"": ""+""}",constant,0.34,2.0,-0.48,0.62,1.89,3.46,0.52,1.94,0.3,-1.0,0.15,0.1,0.04
alg_gen_arithmetic_0009,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 56,3,-1.34,-0.45,0.64,2,0.36,2,0.36,1.69,0.04,0.21,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,36 + 20 =, 56,5,"{""a"": 36, ""b"": 20, ""operation"": ""+""}",constant,0.34,2.0,-0.48,0.62,1.89,3.46,0.52,1.94,0.02,0.0,0.04,0.02,-0.2
alg_gen_arithmetic_0009,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 56,3,-3.45,-1.15,0.32,1,0.51,1,0.51,1.57,0.25,0.55,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,36 + 20 =, 56,5,"{""a"": 36, ""b"": 20, ""operation"": ""+""}",constant,0.34,2.0,-0.48,0.62,1.89,3.46,0.52,1.94,0.18,-1.0,-0.67,-0.3,-0.32
alg_gen_counting_0010,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 3,2,-7.44,-3.72,0.02,13,0.0,13,0.0,3.18,,1.97,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to to old fast old warm to lazy hard""? Answer:", 3,22,"{""count"": 3, ""word"": ""to""}",baseline,0.0,13.0,-3.72,0.02,3.18,5.98,0.08,2.93,0.0,0.0,0.0,0.0,0.0
alg_gen_counting_0010,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 3,2,-17.59,-8.8,0.0,83,0.0,83,0.0,4.21,7.91,25.94,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to to old fast old warm to lazy hard""? Answer:", 3,22,"{""count"": 3, ""word"": ""to""}",constant,0.0,13.0,-3.72,0.02,3.18,5.98,0.08,2.93,-0.0,70.0,-5.08,-0.02,1.03
alg_gen_counting_0010,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 3,2,-8.17,-4.08,0.02,18,0.01,18,0.01,4.01,0.51,8.81,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to to old fast old warm to lazy hard""? Answer:", 3,22,"{""count"": 3, ""word"": ""to""}",constant,0.0,13.0,-3.72,0.02,3.18,5.98,0.08,2.93,0.0,5.0,-0.36,-0.01,0.83
alg_gen_counting_0010,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 3,2,-6.75,-3.38,0.03,10,0.0,10,0.0,3.06,0.12,9.83,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to to old fast old warm to lazy hard""? Answer:", 3,22,"{""count"": 3, ""word"": ""to""}",constant,0.0,13.0,-3.72,0.02,3.18,5.98,0.08,2.93,0.0,-3.0,0.34,0.01,-0.12
alg_gen_counting_0010,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 3,2,-6.59,-3.29,0.04,12,0.01,12,0.01,3.81,0.6,12.81,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to to old fast old warm to lazy hard""? Answer:", 3,22,"{""count"": 3, ""word"": ""to""}",constant,0.0,13.0,-3.72,0.02,3.18,5.98,0.08,2.93,0.01,-1.0,0.43,0.01,0.63
alg_gen_counting_0014,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 1,2,-7.85,-3.93,0.02,13,0.0,13,0.0,3.21,,18.65,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to hard old new lazy small quick slow warm slow soft""? Answer:", 1,24,"{""count"": 1, ""word"": ""to""}",baseline,0.0,13.0,-3.93,0.02,3.21,6.54,0.5,2.94,0.0,0.0,0.0,0.0,0.0
alg_gen_counting_0014,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 1,2,-6.59,-3.29,0.04,2,0.11,2,0.11,6.62,5.81,18.53,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to hard old new lazy small quick slow warm slow soft""? Answer:", 1,24,"{""count"": 1, ""word"": ""to""}",constant,0.0,13.0,-3.93,0.02,3.21,6.54,0.5,2.94,0.1,-11.0,0.63,0.02,3.41
alg_gen_counting_0014,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 1,2,-7.01,-3.5,0.03,19,0.0,19,0.0,3.99,0.61,25.72,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to hard old new lazy small quick slow warm slow soft""? Answer:", 1,24,"{""count"": 1, ""word"": ""to""}",constant,0.0,13.0,-3.93,0.02,3.21,6.54,0.5,2.94,0.0,6.0,0.42,0.01,0.78
alg_gen_counting_0014,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 1,2,-6.69,-3.35,0.04,9,0.01,9,0.01,3.25,0.11,11.62,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to hard old new lazy small quick slow warm slow soft""? Answer:", 1,24,"{""count"": 1, ""word"": ""to""}",constant,0.0,13.0,-3.93,0.02,3.21,6.54,0.5,2.94,0.0,-4.0,0.58,0.02,0.04
alg_gen_counting_0014,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 1,2,-5.7,-2.85,0.06,10,0.01,10,0.01,3.85,0.69,28.92,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""to"" appear in: ""to hard old new lazy small quick slow warm slow soft""? Answer:", 1,24,"{""count"": 1, ""word"": ""to""}",constant,0.0,13.0,-3.93,0.02,3.21,6.54,0.5,2.94,0.01,-3.0,1.07,0.04,0.64
alg_gen_counting_0016,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 4,2,-7.58,-3.79,0.02,13,0.0,13,0.0,2.9,,27.69,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""dog"" appear in: ""small hard dog dog big fast small dog dog red cold red hard""? Answer:", 4,27,"{""count"": 4, ""word"": ""dog""}",baseline,0.0,13.0,-3.79,0.02,2.9,4.77,0.06,2.96,0.0,0.0,0.0,0.0,0.0
alg_gen_counting_0016,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 4,2,-14.75,-7.38,0.0,5,0.02,5,0.02,10.14,8.52,25.67,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""dog"" appear in: ""small hard dog dog big fast small dog dog red cold red hard""? Answer:", 4,27,"{""count"": 4, ""word"": ""dog""}",constant,0.0,13.0,-3.79,0.02,2.9,4.77,0.06,2.96,0.02,-8.0,-3.59,-0.02,7.24
alg_gen_counting_0016,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 4,2,-9.07,-4.53,0.01,18,0.0,18,0.0,3.16,0.49,10.94,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""dog"" appear in: ""small hard dog dog big fast small dog dog red cold red hard""? Answer:", 4,27,"{""count"": 4, ""word"": ""dog""}",constant,0.0,13.0,-3.79,0.02,2.9,4.77,0.06,2.96,0.0,5.0,-0.74,-0.01,0.27
alg_gen_counting_0016,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 4,2,-5.09,-2.55,0.08,9,0.03,9,0.03,3.37,0.29,21.6,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""dog"" appear in: ""small hard dog dog big fast small dog dog red cold red hard""? Answer:", 4,27,"{""count"": 4, ""word"": ""dog""}",constant,0.0,13.0,-3.79,0.02,2.9,4.77,0.06,2.96,0.02,-4.0,1.24,0.06,0.47
alg_gen_counting_0016,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 4,2,-5.14,-2.57,0.08,5,0.04,5,0.04,4.07,1.4,20.07,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""dog"" appear in: ""small hard dog dog big fast small dog dog red cold red hard""? Answer:", 4,27,"{""count"": 4, ""word"": ""dog""}",constant,0.0,13.0,-3.79,0.02,2.9,4.77,0.06,2.96,0.04,-8.0,1.22,0.05,1.18
alg_gen_counting_0018,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 3,2,-7.84,-3.92,0.02,12,0.0,12,0.0,2.95,,18.56,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""is"" appear in: ""bright is big soft is slow is soft lazy""? Answer:", 3,22,"{""count"": 3, ""word"": ""is""}",baseline,0.0,12.0,-3.92,0.02,2.95,5.12,0.12,2.95,0.0,0.0,0.0,0.0,0.0
alg_gen_counting_0018,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 3,2,-13.58,-6.79,0.0,4,0.07,4,0.07,3.4,7.49,23.79,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""is"" appear in: ""bright is big soft is slow is soft lazy""? Answer:", 3,22,"{""count"": 3, ""word"": ""is""}",constant,0.0,12.0,-3.92,0.02,2.95,5.12,0.12,2.95,0.07,-8.0,-2.87,-0.02,0.45
alg_gen_counting_0018,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 3,2,-6.79,-3.4,0.03,10,0.01,10,0.01,3.57,0.4,4.97,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""is"" appear in: ""bright is big soft is slow is soft lazy""? Answer:", 3,22,"{""count"": 3, ""word"": ""is""}",constant,0.0,12.0,-3.92,0.02,2.95,5.12,0.12,2.95,0.01,-2.0,0.52,0.01,0.61
alg_gen_counting_0018,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 3,2,-6.78,-3.39,0.03,11,0.0,11,0.0,2.94,0.12,17.37,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""is"" appear in: ""bright is big soft is slow is soft lazy""? Answer:", 3,22,"{""count"": 3, ""word"": ""is""}",constant,0.0,12.0,-3.92,0.02,2.95,5.12,0.12,2.95,0.0,-1.0,0.53,0.01,-0.01
alg_gen_counting_0018,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 3,2,-6.12,-3.06,0.05,13,0.01,13,0.01,3.86,0.67,12.6,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_counting,"How many times does ""is"" appear in: ""bright is big soft is slow is soft lazy""? Answer:", 3,22,"{""count"": 3, ""word"": ""is""}",constant,0.0,12.0,-3.92,0.02,2.95,5.12,0.12,2.95,0.01,1.0,0.86,0.03,0.91
alg_gen_first_letters_0022,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, BFM,2,-2.44,-1.22,0.29,1,0.14,1,0.14,7.5,,0.73,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Banana, Fig, Mango:", BFM,7,"{""task"": ""first_letters""}",baseline,0.14,1.0,-1.22,0.29,7.5,6.49,0.45,2.37,0.0,0.0,0.0,0.0,0.0
alg_gen_first_letters_0022,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, BFM,2,-22.91,-11.46,0.0,73,0.0,73,0.0,9.65,2.88,35.6,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Banana, Fig, Mango:", BFM,7,"{""task"": ""first_letters""}",constant,0.14,1.0,-1.22,0.29,7.5,6.49,0.45,2.37,-0.13,72.0,-10.23,-0.29,2.14
alg_gen_first_letters_0022,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, BFM,2,-6.49,-3.24,0.04,25,0.0,25,0.0,6.84,1.03,0.79,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Banana, Fig, Mango:", BFM,7,"{""task"": ""first_letters""}",constant,0.14,1.0,-1.22,0.29,7.5,6.49,0.45,2.37,-0.13,24.0,-2.02,-0.26,-0.66
alg_gen_first_letters_0022,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, BFM,2,-3.76,-1.88,0.15,3,0.1,3,0.1,7.34,0.14,0.65,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Banana, Fig, Mango:", BFM,7,"{""task"": ""first_letters""}",constant,0.14,1.0,-1.22,0.29,7.5,6.49,0.45,2.37,-0.04,2.0,-0.66,-0.14,-0.16
alg_gen_first_letters_0022,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, BFM,2,-8.45,-4.22,0.01,8,0.01,8,0.01,7.38,0.79,0.79,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Banana, Fig, Mango:", BFM,7,"{""task"": ""first_letters""}",constant,0.14,1.0,-1.22,0.29,7.5,6.49,0.45,2.37,-0.13,7.0,-3.0,-0.28,-0.13
alg_gen_first_letters_0023,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, ADJB,2,-8.83,-4.41,0.01,78,0.0,78,0.0,6.25,,1.12,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Apple, Date, Jackfruit, Banana:", ADJB,9,"{""task"": ""first_letters""}",baseline,0.0,78.0,-4.41,0.01,6.25,5.91,0.05,2.62,0.0,0.0,0.0,0.0,0.0
alg_gen_first_letters_0023,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, ADJB,2,-25.67,-12.83,0.0,21636,0.0,21636,0.0,9.43,4.96,21.59,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Apple, Date, Jackfruit, Banana:", ADJB,9,"{""task"": ""first_letters""}",constant,0.0,78.0,-4.41,0.01,6.25,5.91,0.05,2.62,-0.0,21558.0,-8.42,-0.01,3.17
alg_gen_first_letters_0023,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, ADJB,2,-11.28,-5.64,0.0,975,0.0,975,0.0,4.76,0.9,19.66,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Apple, Date, Jackfruit, Banana:", ADJB,9,"{""task"": ""first_letters""}",constant,0.0,78.0,-4.41,0.01,6.25,5.91,0.05,2.62,-0.0,897.0,-1.22,-0.01,-1.49
alg_gen_first_letters_0023,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, ADJB,2,-8.98,-4.49,0.01,164,0.0,164,0.0,6.8,0.18,18.08,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Apple, Date, Jackfruit, Banana:", ADJB,9,"{""task"": ""first_letters""}",constant,0.0,78.0,-4.41,0.01,6.25,5.91,0.05,2.62,-0.0,86.0,-0.07,-0.0,0.55
alg_gen_first_letters_0023,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, ADJB,2,-15.2,-7.6,0.0,446,0.0,446,0.0,6.67,0.42,22.66,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Apple, Date, Jackfruit, Banana:", ADJB,9,"{""task"": ""first_letters""}",constant,0.0,78.0,-4.41,0.01,6.25,5.91,0.05,2.62,-0.0,368.0,-3.19,-0.01,0.42
alg_gen_first_letters_0029,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, DIMLOE,3,-15.21,-5.07,0.01,1104,0.0,1104,0.0,5.34,,2.6,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",baseline,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,0.0,0.0,0.0,0.0,0.0
alg_gen_first_letters_0029,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, DIMLOE,3,-26.79,-8.93,0.0,27670,0.0,27670,0.0,10.42,3.6,15.81,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",constant,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,-0.0,26566.0,-3.86,-0.01,5.07
alg_gen_first_letters_0029,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, DIMLOE,3,-22.76,-7.59,0.0,19006,0.0,19006,0.0,7.06,0.93,21.02,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",constant,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,-0.0,17902.0,-2.52,-0.01,1.71
alg_gen_first_letters_0029,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, DIMLOE,3,-22.61,-7.54,0.0,1995,0.0,1995,0.0,5.62,0.13,21.72,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",constant,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,-0.0,891.0,-2.47,-0.01,0.28
alg_gen_first_letters_0029,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, DIMLOE,3,-26.23,-8.74,0.0,6154,0.0,6154,0.0,5.55,0.33,24.89,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",constant,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,-0.0,5050.0,-3.67,-0.01,0.2
alg_gen_last_letter_0020,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, t,1,-6.2,-6.2,0.0,52,0.0,52,0.0,5.92,,18.72,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",baseline,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,0.0,0.0,0.0,0.0,0.0
alg_gen_last_letter_0020,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, t,1,-8.52,-8.52,0.0,485,0.0,485,0.0,9.62,4.09,27.22,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",constant,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,-0.0,433.0,-2.32,-0.0,3.7
alg_gen_last_letter_0020,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, t,1,-7.28,-7.28,0.0,88,0.0,88,0.0,6.04,0.47,0.94,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",constant,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,-0.0,36.0,-1.08,-0.0,0.13
alg_gen_last_letter_0020,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, t,1,-7.19,-7.19,0.0,96,0.0,96,0.0,5.68,0.3,0.79,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",constant,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,-0.0,44.0,-0.99,-0.0,-0.23
alg_gen_last_letter_0020,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, t,1,-8.91,-8.91,0.0,319,0.0,319,0.0,6.35,0.98,1.94,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",constant,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,-0.0,267.0,-2.71,-0.0,0.43
