export_version,source_kind,benchmark_run,task,model_label,model_family,winner_scope,winner_objective,example_id,winner_profile,winner_family,oracle_margin,predicted,correct_idx,correct
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_586,edges_narrow_bal_0.55,shaped,3.244725227355957,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_587,edges_narrow_bal_0.55,shaped,4.1950810719281435,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_588,constant_2.6,constant,2.2592261284589767,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_589,late_boost_bal_0.60,shaped,1.101311445236206,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_590,late_boost_bal_0.60,shaped,-1.2306061833223794,1,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_591,edges_narrow_bal_0.55,shaped,-4.6337144346907735,0,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_592,triad_odd_bal_0.45,shaped,-0.705498218536377,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_593,triad_odd_bal_0.45,shaped,5.388897628057748,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_594,late_boost_bal_0.60,shaped,0.6932787299156189,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_595,constant_2.6,constant,4.552988946437836,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_596,triad_odd_bal_0.45,shaped,-2.341615878045559,0,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_597,late_boost_bal_0.60,shaped,-4.164052728563547,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_598,triad_odd_bal_0.45,shaped,-3.5160108899581246,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_599,edges_narrow_bal_0.55,shaped,-8.368213061476126,2,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_600,triad_odd_bal_0.45,shaped,-1.708365559577942,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_601,constant_2.6,constant,1.5000004768371582,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_602,triad_odd_bal_0.45,shaped,-2.171650590375066,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_603,late_boost_bal_0.60,shaped,10.685930714011192,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_604,triad_odd_bal_0.45,shaped,10.651858206372708,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_605,edges_narrow_bal_0.55,shaped,3.9049946516752243,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_606,edges_narrow_bal_0.55,shaped,2.000000238418579,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_607,late_boost_bal_0.60,shaped,-1.875,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_608,constant_2.6,constant,3.822430193424225,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_609,edges_narrow_bal_0.55,shaped,0.8749999403953552,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_610,late_boost_bal_0.60,shaped,9.207755759358406,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_611,triad_odd_bal_0.45,shaped,12.004884265363216,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_612,late_boost_bal_0.60,shaped,1.5821474492549896,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_613,baseline,baseline,3.687167227268219,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_614,triad_odd_bal_0.45,shaped,-3.2500001192092896,1,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_615,constant_2.6,constant,5.871683821082115,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_616,baseline,baseline,-3.54341835482046,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_617,triad_odd_bal_0.45,shaped,4.992476925253868,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_618,triad_odd_bal_0.45,shaped,2.799305260181427,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_619,edges_narrow_bal_0.55,shaped,1.3294917832827196,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_620,constant_2.6,constant,0.6610713601112366,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_621,triad_odd_bal_0.45,shaped,1.9673956519691274,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_622,constant_2.6,constant,1.0986368656158447,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_623,triad_odd_bal_0.45,shaped,0.5508935377001762,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_624,constant_2.6,constant,3.876863426528871,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_625,edges_narrow_bal_0.55,shaped,1.0,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_626,constant_2.6,constant,-14.398643903434277,3,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_627,late_boost_bal_0.60,shaped,2.752939820289612,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_628,constant_2.6,constant,5.52840172406286,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_629,triad_odd_bal_0.45,shaped,-15.145890068262815,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_630,triad_odd_bal_0.45,shaped,-8.863012343645096,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_631,triad_odd_bal_0.45,shaped,-2.6957198376767337,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_632,triad_odd_bal_0.45,shaped,-0.5905180810950696,0,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_633,constant_2.6,constant,3.5625,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_634,triad_odd_bal_0.45,shaped,4.392545700073242,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_635,triad_odd_bal_0.45,shaped,-1.1336760148406029,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_636,constant_2.6,constant,1.3395120054483414,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_637,constant_2.6,constant,3.082551684230566,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_638,triad_odd_bal_0.45,shaped,2.562499761581421,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_639,triad_odd_bal_0.45,shaped,-4.069238776341081,1,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_640,late_boost_bal_0.60,shaped,-2.6630084072239697,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_641,triad_odd_bal_0.45,shaped,0.0031286217272281647,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_642,constant_2.6,constant,5.3599234365683515,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_643,triad_odd_bal_0.45,shaped,2.389284610748291,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_644,late_boost_bal_0.60,shaped,2.316946730017662,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_645,constant_2.6,constant,19.251496896147728,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_646,edges_narrow_bal_0.55,shaped,0.06327519076876342,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_647,triad_odd_bal_0.45,shaped,3.2393850311636925,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_648,edges_narrow_bal_0.55,shaped,1.3125,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_649,triad_odd_bal_0.45,shaped,0.3874218612909317,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_650,edges_narrow_bal_0.55,shaped,5.051211044192314,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_651,triad_odd_bal_0.45,shaped,-0.13195878267288208,1,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_652,triad_odd_bal_0.45,shaped,3.7612719759345055,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_653,late_boost_bal_0.60,shaped,2.216138258576393,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_654,constant_2.6,constant,1.7044287417083979,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_655,baseline,baseline,-1.3259475689847022,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_656,edges_narrow_bal_0.55,shaped,9.709419123828411,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_657,triad_odd_bal_0.45,shaped,-11.541852790862322,0,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_658,triad_odd_bal_0.45,shaped,-1.6602971339598298,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_659,baseline,baseline,6.403742738068104,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_660,triad_odd_bal_0.45,shaped,8.779051318764687,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_661,triad_odd_bal_0.45,shaped,-0.4362114775576629,3,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_662,edges_narrow_bal_0.55,shaped,0.11883975472301245,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_663,baseline,baseline,1.935715361381881,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_664,edges_narrow_bal_0.55,shaped,5.549773739418015,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_665,triad_odd_bal_0.45,shaped,-4.324901044368744,1,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_666,triad_odd_bal_0.45,shaped,-0.22487854957580566,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_667,triad_odd_bal_0.45,shaped,3.375000476837158,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_668,late_boost_bal_0.60,shaped,10.714382516220212,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_669,constant_2.6,constant,3.3612028136849403,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_670,late_boost_bal_0.60,shaped,3.970578857610235,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_671,triad_odd_bal_0.45,shaped,0.6642070934176445,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_672,triad_odd_bal_0.45,shaped,-4.241874523460865,2,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_673,triad_odd_bal_0.45,shaped,-0.1036107549443841,1,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_674,triad_odd_bal_0.45,shaped,1.4912803562474437,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_675,constant_2.6,constant,-0.6789863109588623,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_676,triad_odd_bal_0.45,shaped,-2.5127565413713455,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_677,edges_narrow_bal_0.55,shaped,3.586363802663982,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_678,triad_odd_bal_0.45,shaped,4.094591669738293,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_679,late_boost_bal_0.60,shaped,4.859192260541022,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_680,constant_2.6,constant,1.009611189365387,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_681,late_boost_bal_0.60,shaped,6.4034803956747055,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_682,baseline,baseline,8.571637466549873,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_683,constant_2.6,constant,5.5284013748168945,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_684,constant_2.6,constant,4.855041153728962,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_685,late_boost_bal_0.60,shaped,1.507707230746746,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_686,triad_odd_bal_0.45,shaped,-2.1083780732005835,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_687,triad_odd_bal_0.45,shaped,-3.548953930847347,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_688,edges_narrow_bal_0.55,shaped,5.097548209130764,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_689,late_boost_bal_0.60,shaped,3.200908656581305,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_690,edges_narrow_bal_0.55,shaped,7.641439751838334,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_691,baseline,baseline,-0.10600566864013672,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_692,edges_narrow_bal_0.55,shaped,5.052449802868068,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_693,triad_odd_bal_0.45,shaped,-7.502923220396042,1,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_694,triad_odd_bal_0.45,shaped,-1.1073487810790539,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_695,triad_odd_bal_0.45,shaped,-11.001108705997467,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_696,late_boost_bal_0.60,shaped,-5.832479938864708,1,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_697,constant_2.6,constant,7.020708382129669,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_698,triad_odd_bal_0.45,shaped,-4.9255131129175425,3,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_699,constant_2.6,constant,4.152512173401192,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_700,baseline,baseline,1.1875,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_701,late_boost_bal_0.60,shaped,3.971618115901947,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_702,edges_narrow_bal_0.55,shaped,-1.4530885964632034,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_703,constant_2.6,constant,6.746079571545124,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_704,constant_2.6,constant,8.507041588425636,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_705,triad_odd_bal_0.45,shaped,6.554093362530693,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_706,late_boost_bal_0.60,shaped,2.949130952358246,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_707,baseline,baseline,-0.035825430997647345,3,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_708,late_boost_bal_0.60,shaped,3.6994426250457764,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_709,constant_2.6,constant,5.5664538368582726,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_710,triad_odd_bal_0.45,shaped,-0.3058402109891176,0,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_711,edges_narrow_bal_0.55,shaped,-6.2793943509459496,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_712,triad_odd_bal_0.45,shaped,-3.5130486954003572,1,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_713,constant_2.6,constant,4.750000238418579,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_714,baseline,baseline,-0.2553999423980713,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_715,edges_narrow_bal_0.55,shaped,1.6651085449848324,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_716,constant_2.6,constant,9.987798144458793,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_717,baseline,baseline,2.973503394983709,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_718,baseline,baseline,-1.2472619293257594,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_719,late_boost_bal_0.60,shaped,-6.465455478057265,1,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_720,constant_2.6,constant,-2.1875,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_721,constant_2.6,constant,-0.46079301834106445,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_722,baseline,baseline,-2.089630606584251,0,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_723,edges_narrow_bal_0.55,shaped,2.375,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_724,constant_2.6,constant,4.966748476028442,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_725,triad_odd_bal_0.45,shaped,6.64868863299489,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_726,late_boost_bal_0.60,shaped,2.750000476837158,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_727,constant_2.6,constant,-0.41623976826667786,1,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_728,triad_odd_bal_0.45,shaped,0.6787041425704956,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_729,baseline,baseline,-3.140636794269085,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_730,edges_narrow_bal_0.55,shaped,-5.059888979420066,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_731,baseline,baseline,-8.675614677369595,3,1,False
